Gene_name,geneID,Rep. 1,Rep. 2,Avg. Expression,Rep. A,Rep. B,Avg. Expression,Foldchange,qvalue
Zrsr2,NM_178794,352,205,157,170,278.5,163.5,-1.703363914,1
Ppip5k1,NM_178795,66,44,22,23,55,22.5,-2.444444444,0.110930406
A530064D06Rik,NM_178796,1,1,7,3,1,5,5,0.011060947
Far2,NM_178797,504,329,369,327,416.5,348,-1.19683908,0.000277428
Slc7a6,NM_178798,3065,2018,729,862,2541.5,795.5,-3.194846009,2.51E-19
Acad12,NM_178799,44,34,19,13,39,16,-2.4375,0.218632943
6030446N20Rik,NM_178801,90,49,39,44,69.5,41.5,-1.674698795,1
Trim65,NM_178802,161,98,3,3,129.5,3,-43.16666667,2.25E-36
Aebp2,NM_178803,2105,1385,1212,1204,1745,1208,-1.444536424,0.110587078
Slit2,NM_178804,0,0,0,0,0,0,0,1
Ttc15,NM_178811,1506,1043,685,639,1274.5,662,-1.925226586,0.099725913
Epsti1,NM_178825,108,77,268,238,92.5,253,2.735135135,3.42E-45
Zfp277,NM_178845,359,265,177,212,312,194.5,-1.604113111,1
Sirt5,NM_178848,70,61,36,22,65.5,29,-2.25862069,0.154770249
Vps39,NM_178851,1408,1057,766,606,1232.5,686,-1.79664723,0.476797743
Cnot6l,NM_178854,1319,861,1328,1420,1090,1374,1.260550459,1.29E-24
Tmprss15,NM_178855,0,0,0,0,0,0,0,1
Gins2,NM_178856,312,212,96,72,262,84,-3.119047619,3.04E-08
Ttll1,NM_178869,260,188,86,72,224,79,-2.835443038,6.31E-06
Hs3st3a1,NM_178870,0,0,0,0,0,0,0,1
Trim36,NM_178872,151,90,257,367,120.5,312,2.589211618,4.40E-49
Adck2,NM_178873,116,60,30,17,88,23.5,-3.744680851,1.22E-05
Tmcc2,NM_178874,8,2,2,2,5,2,-2.5,1
Zfp935,NM_178875,249,166,251,282,207.5,266.5,1.284337349,2.10E-15
Ints3,NM_178876,917,600,420,334,758.5,377,-2.01193634,0.041205654
Nhedc2,NM_178877,0,0,0,0,0,0,0,1
Hadha,NM_178878,1050,751,675,667,900.5,671,-1.342026826,0.015198639
B3gnt9-ps,NM_178879,139,105,35,31,122,33,-3.696969697,2.18E-07
Son,NM_178880,6788,4479,3423,3616,5633.5,3519.5,-1.600653502,1
D2hgdh,NM_178882,352,290,102,77,321,89.5,-3.586592179,3.09E-13
Gorab,NM_178883,217,139,202,205,178,203.5,1.143258427,3.22E-10
Obsl1,NM_178884,0,0,0,0,0,0,0,1
AI182371,NM_178885,2,0,0,0,1,0,0,1
Ldlrad3,NM_178886,2486,1715,297,306,2100.5,301.5,-6.966832504,6.78E-75
Fibcd1,NM_178887,0,0,0,1,0,0.5,0,1
Garnl3,NM_178888,11,3,2,1,7,1.5,-4.666666667,0.283391446
Zscan29,NM_178889,1045,593,1228,983,819,1105.5,1.34981685,1.50E-28
Abtb2,NM_178890,318,241,1559,1428,279.5,1493.5,5.343470483,4.76E-158
Prmt6,NM_178891,408,251,118,181,329.5,149.5,-2.204013378,0.012272153
Tiparp,NM_178892,1648,1111,4979,4532,1379.5,4755.5,3.447263501,5.83E-135
Coro2a,NM_178893,836,536,1316,1309,686,1312.5,1.913265306,4.70E-56
AA792892,NM_178894,0,0,0,0,0,0,0,1
Dcun1d4,NM_178896,242,164,76,73,203,74.5,-2.724832215,6.44E-05
Tyw1,NM_178897,320,214,81,89,267,85,-3.141176471,1.84E-08
Zfp956,NM_178898,86,47,13,12,66.5,12.5,-5.32,2.17E-07
Hepacam2,NM_178899,0,0,0,0,0,0,0,1
Prkd2,NM_178900,93,45,64,48,69,56,-1.232142857,0.088154069
AI467606,NM_178901,623,439,145,179,531,162,-3.277777778,2.07E-13
AI593442,NM_178906,0,0,0,0,0,0,0,1
Mapkapk3,NM_178907,1383,971,630,780,1177,705,-1.669503546,1
Fam26e,NM_178908,1,0,8,6,0.5,7,14,6.89E-05
Wdr92,NM_178909,1045,729,3359,2858,887,3108.5,3.504509583,8.19E-133
Pld4,NM_178911,2586,1966,520,435,2276,477.5,-4.766492147,7.27E-47
Fancm,NM_178912,454,309,107,128,381.5,117.5,-3.246808511,3.86E-11
Spata7,NM_178914,104,73,44,67,88.5,55.5,-1.594594595,1
Tmem179,NM_178915,0,0,1,0,0,0.5,0,1
Rfesd,NM_178916,182,129,78,94,155.5,86,-1.808139535,0.914624097
Utp15,NM_178918,1973,1332,811,704,1652.5,757.5,-2.181518152,0.000458886
Lmf2,NM_178919,726,464,382,371,595,376.5,-1.580345286,0.973522937
Mal2,NM_178920,0,0,0,0,0,0,0,1
Hic2,NM_178922,195,163,177,201,179,189,1.055865922,1.74E-07
Scaf4,NM_178923,1328,867,828,594,1097.5,711,-1.543600563,0.664154876
Upk1b,NM_178924,0,0,0,0,0,0,0,1
Nsun3,NM_178925,162,92,101,79,127,90,-1.411111111,0.346828658
Vmac,NM_178926,80,59,9,8,69.5,8.5,-8.176470588,1.83E-11
Afap1l1,NM_178928,208,180,65,44,194,54.5,-3.559633028,1.20E-09
Kazald1,NM_178929,10,6,1,4,8,2.5,-3.2,0.563847412
Gbf1,NM_178930,454,347,211,246,400.5,228.5,-1.75273523,0.932813049
Tnfrsf14,NM_178931,20,14,29,42,17,35.5,2.088235294,6.85E-08
Aoc2,NM_178932,38,35,23,12,36.5,17.5,-2.085714286,0.550339034
Ostb,NM_178933,0,0,0,0,0,0,0,1
Slc2a12,NM_178934,0,0,0,0,0,0,0,1
Txlng,NM_178935,358,219,256,188,288.5,222,-1.29954955,0.019682667
Tmem56,NM_178936,0,0,0,0,0,0,0,1
Pdrg1,NM_178939,1348,1180,564,572,1264,568,-2.225352113,7.78E-05
Atad3a,NM_179203,1015,786,298,262,900.5,280,-3.216071429,4.49E-16
Reep4,NM_180588,702,444,190,196,573,193,-2.968911917,1.88E-10
Mfap3,NM_180599,2458,1722,1873,1779,2090,1826,-1.144578313,3.61E-07
Ube2q2,NM_180600,610,385,327,374,497.5,350.5,-1.419400856,0.121807759
Trappc9,NM_180662,197,152,91,62,174.5,76.5,-2.281045752,0.015119017
Gars,NM_180678,4261,3093,2843,2660,3677,2751.5,-1.336361984,0.005376033
Ndrg3,NM_180956,1283,975,470,466,1129,468,-2.412393162,1.55E-06
Ccdc79,NM_180958,0,0,0,0,0,0,0,1
Nnat,NM_180960,9,6,11,7,7.5,9,1.2,0.205432814
Cyhr1,NM_180962,59,44,7,7,51.5,7,-7.357142857,2.14E-08
Foxn2,NM_180974,1507,962,982,983,1234.5,982.5,-1.25648855,0.000272715
Lphn1,NM_181039,211,128,37,36,169.5,36.5,-4.643835616,6.19E-13
Atpaf1,NM_181040,310,233,64,94,271.5,79,-3.436708861,1.08E-10
Mylip,NM_181043,159,108,43,46,133.5,44.5,-3,5.73E-05
Caln1,NM_181045,1,2,1,0,1.5,0.5,-3,1
A330049M08Rik,NM_181047,0,0,1,0,0,0.5,0,1
A130010J15Rik,NM_181048,674,454,252,215,564,233.5,-2.415417559,3.87E-05
Zbtb20,NM_181058,66,47,64,75,56.5,69.5,1.230088496,4.39E-06
Cenpk,NM_181061,73,46,34,32,59.5,33,-1.803030303,1
Baat1,NM_181066,467,316,153,103,391.5,128,-3.05859375,8.38E-10
Rab18,NM_181070,1467,954,1119,1092,1210.5,1105.5,-1.094979647,1.97E-08
Tanc2,NM_181071,597,432,601,632,514.5,616.5,1.198250729,1.29E-17
Myo1e,NM_181072,1505,888,1210,990,1196.5,1100,-1.087727273,6.81E-09
Plekhh1,NM_181073,112,75,47,53,93.5,50,-1.87,0.892478778
Lingo1,NM_181074,0,0,0,0,0,0,0,1
2610524H06Rik,NM_181075,498,298,292,275,398,283.5,-1.403880071,0.102120131
Zfp120,NM_181266,1002,643,394,414,822.5,404,-2.035891089,0.02883929
Heph,NM_181273,0,0,0,0,0,0,0,1
Zfp869,NM_181274,780,549,766,782,664.5,774,1.164785553,1.28E-17
Tas2r139,NM_181275,0,0,0,0,0,0,0,1
Tas2r136,NM_181276,0,0,0,0,0,0,0,1
Col14a1,NM_181277,1,1,0,0,1,0,0,0.94949084
B230219D22Rik,NM_181278,2838,2006,1193,1246,2422,1219.5,-1.986059861,0.023660608
Bre,NM_181279,173,118,120,118,145.5,119,-1.222689076,0.017082997
Bre,NM_181280,171,115,119,113,143,116,-1.232758621,0.025297179
Bre,NM_181281,171,115,119,113,143,116,-1.232758621,0.025297179
Bre,NM_181282,171,115,119,113,143,116,-1.232758621,0.025297179
Car5b,NM_181315,1,1,0,1,1,0.5,-2,1
Bbs9,NM_181316,82,57,16,11,69.5,13.5,-5.148148148,1.35E-07
Kcns2,NM_181317,0,0,0,0,0,0,0,1
Rasgef1b,NM_181318,558,370,3193,3513,464,3353,7.226293103,1.04E-224
Tbx22,NM_181319,0,0,0,0,0,0,0,1
Tmc6,NM_181321,53,35,13,15,44,14,-3.142857143,0.016668104
Ctcf,NM_181322,2207,1542,1093,1266,1874.5,1179.5,-1.589232726,1
Cwh43,NM_181323,0,0,0,0,0,0,0,1
Ddx6,NM_181324,3033,1850,3419,3495,2441.5,3457,1.415932828,5.02E-36
Slc25a15,NM_181325,491,287,59,54,389,56.5,-6.884955752,1.22E-35
Slc25a29,NM_181328,8,4,2,3,6,2.5,-2.4,1
C1rl,NM_181344,24,15,84,87,19.5,85.5,4.384615385,4.42E-30
Npm2,NM_181345,2,0,0,0,1,0,0,1
Dennd1b,NM_181347,1037,635,1609,1481,836,1545,1.848086124,1.12E-54
Prune2,NM_181348,154,103,79,79,128.5,79,-1.626582278,1
Mustn1,NM_181390,2,2,1,0,2,0.5,-4,1
Chchd7,NM_181391,19,8,3,4,13.5,3.5,-3.857142857,0.183086308
Gtf2h5,NM_181392,822,618,365,412,720,388.5,-1.853281853,0.309922236
Anapc13,NM_181394,214,154,103,72,184,87.5,-2.102857143,0.090116091
Pxdn,NM_181395,0,0,0,0,0,0,0,1
Rftn1,NM_181397,151,104,130,114,127.5,122,-1.045081967,0.000159876
Anks1b,NM_181398,1,0,0,0,0.5,0,0,1
Usp6nl,NM_181399,1591,1046,513,572,1318.5,542.5,-2.430414747,1.36E-06
Wdr47,NM_181400,351,231,153,177,291,165,-1.763636364,1
Tmem64,NM_181401,612,433,56,36,522.5,46,-11.35869565,1.02E-64
Parp11,NM_181402,340,251,2045,1879,295.5,1962,6.639593909,3.85E-193
Vps37c,NM_181403,593,478,730,657,535.5,693.5,1.295051354,1.44E-21
Kank1,NM_181404,0,0,0,0,0,0,0,1
Rnpepl1,NM_181405,388,311,163,180,349.5,171.5,-2.037900875,0.054064292
Rars2,NM_181406,54,20,25,12,37,18.5,-2,0.971697236
Me3,NM_181407,0,0,0,0,0,0,0,1
Mtmr11,NM_181409,33,28,14,16,30.5,15,-2.033333333,0.819191528
Gtf2h3,NM_181410,277,192,136,185,234.5,160.5,-1.46105919,0.450026797
Aftph,NM_181411,2540,1596,3916,4394,2068,4155,2.009187621,8.54E-69
Zbed4,NM_181412,2579,1897,1244,1310,2238,1277,-1.752545027,0.760849332
Anks1,NM_181413,429,280,321,235,354.5,278,-1.275179856,0.007257978
Pik3c3,NM_181414,407,283,154,143,345,148.5,-2.323232323,0.001204666
Atrnl1,NM_181415,593,444,358,317,518.5,337.5,-1.536296296,0.822400144
Arhgap11a,NM_181416,4185,2525,2554,2556,3355,2555,-1.313111546,0.00097036
Csrp2bp,NM_181417,1687,1153,415,339,1420,377,-3.766578249,2.02E-26
Ushbp1,NM_181418,0,0,0,0,0,0,0,1
Zfp599,NM_181419,0,0,0,0,0,0,0,1
Fn3krp,NM_181420,38,23,2,4,30.5,3,-10.16666667,2.54E-06
Pkd2l1,NM_181422,0,0,0,0,0,0,0,1
Supv3l1,NM_181423,401,267,119,101,334,110,-3.036363636,8.91E-09
Gtpbp5,NM_181424,354,217,154,155,285.5,154.5,-1.84789644,0.619407306
Gprc5a,NM_181444,1,4,6,12,2.5,9,3.6,0.002096873
Fam89b,NM_181452,1023,854,323,268,938.5,295.5,-3.175972927,4.41E-16
Ltv1,NM_181470,816,532,742,782,674,762,1.130563798,1.99E-16
Cldn17,NM_181490,0,0,0,0,0,0,0,1
Taz,NM_181516,272,163,118,131,217.5,124.5,-1.746987952,1
Ipo7,NM_181517,2135,1505,1251,1199,1820,1225,-1.485714286,0.290371755
Syt15,NM_181529,1,0,1,0,0.5,0.5,1,1
Tm6sf2,NM_181540,2,1,1,0,1.5,0.5,-3,1
Caprin2,NM_181541,7,6,6,4,6.5,5,-1.3,1
Slfn10-ps,NM_181542,841,592,2676,2676,716.5,2676,3.734822052,1.05E-139
Gpr151,NM_181543,1,1,0,0,1,0,0,0.94949084
Pkd1l3,NM_181544,0,3,1,2,1.5,1.5,1,1
Slfn8,NM_181545,588,327,3404,3475,457.5,3439.5,7.518032787,7.46E-233
Syt14,NM_181546,70,42,50,56,56,53,-1.056603774,0.011259233
Nostrin,NM_181547,205,131,56,43,168,49.5,-3.393939394,1.22E-07
Eras,NM_181548,0,0,0,0,0,0,0,1
Clec18a,NM_181549,0,0,0,0,0,0,0,1
Dsg4,NM_181564,0,0,0,0,0,0,0,1
Nprl3,NM_181569,174,126,149,125,150,137,-1.094890511,0.000464977
Ccdc85a,NM_181577,0,0,0,0,0,0,0,1
Pof1b,NM_181579,0,0,0,0,0,0,0,1
Eif5a,NM_181582,17814,11985,10581,10030,14899.5,10305.5,-1.445781379,0.087483157
Gab3,NM_181584,51,34,1,1,42.5,1,-42.5,9.72E-14
Pik3r3,NM_181585,92,61,43,29,76.5,36,-2.125,0.279874168
Sirt6,NM_181586,211,170,346,246,190.5,296,1.553805774,8.04E-23
Cmbl,NM_181588,18,19,1,4,18.5,2.5,-7.4,0.002011088
Ckap2l,NM_181589,2373,1538,1171,1242,1955.5,1206.5,-1.620803978,1
Shq1,NM_181590,188,149,90,56,168.5,73,-2.308219178,0.011000047
Txndc3,NM_181591,0,0,1,0,0,0.5,0,1
Itpkc,NM_181593,236,184,137,119,210,128,-1.640625,1
Edc4,NM_181594,1143,943,492,434,1043,463,-2.252699784,7.74E-05
Ppp1r9a,NM_181595,3,1,1,1,2,1,-2,1
Retnlg,NM_181596,0,0,0,0,0,0,0,1
Ccdc75,NM_181649,148,126,67,44,137,55.5,-2.468468468,0.005115991
Prdm4,NM_181650,724,649,624,664,686.5,644,-1.065993789,1.23E-07
Crip3,NM_181664,0,0,0,0,0,0,0,1
Fuk,NM_181666,254,181,46,75,217.5,60.5,-3.595041322,3.18E-10
Dsg1c,NM_181680,0,0,0,0,0,0,0,1
BC005764,NM_181681,13,11,3,3,12,3,-4,0.138712101
Dsg1b,NM_181682,0,0,0,0,0,0,0,1
Defb37,NM_181683,0,0,0,0,0,0,0,1
Art3,NM_181728,3,2,11,12,2.5,11.5,4.6,4.49E-05
Muc6,NM_181729,3,2,1,0,2.5,0.5,-5,0.756647998
Polr1d,NM_181730,1408,961,616,617,1184.5,616.5,-1.921330089,0.116138421
Cabyr,NM_181731,1,3,0,0,2,0,0,0.531327076
Aida,NM_181732,1296,899,2665,2734,1097.5,2699.5,2.459681093,1.73E-87
Ttpal,NM_181734,1777,1176,1685,1541,1476.5,1613,1.092448358,8.70E-17
O3far1,NM_181748,12,12,1,0,12,0.5,-24,0.000509643
Gpr142,NM_181749,0,0,0,0,0,0,0,1
R3hdm1,NM_181750,1767,1220,712,664,1493.5,688,-2.170784884,0.000640818
Gpr119,NM_181751,2,0,0,0,1,0,0,1
Gpr135,NM_181752,0,0,0,0,0,0,0,1
Opn5,NM_181753,0,0,0,0,0,0,0,1
Gpr141,NM_181754,20,16,22,19,18,20.5,1.138888889,0.03295818
Gstp2,NM_181796,1,0,0,1,0.5,0.5,1,1
4930534B04Rik,NM_181815,341,244,147,130,292.5,138.5,-2.111913357,0.033736289
Ccdc67,NM_181816,0,1,0,0,0.5,0,0,1
Rxfp4,NM_181817,0,0,0,0,0,0,0,1
Olfr141,NM_181818,0,0,0,0,0,0,0,1
Wfikkn2,NM_181819,0,0,0,1,0,0.5,0,1
Tmc4,NM_181820,6,2,3,2,4,2.5,-1.6,1
Hcfc1r1,NM_181821,179,133,92,97,156,94.5,-1.650793651,1
Optn,NM_181848,0,0,8,15,0,11.5,0,2.05E-07
Fgb,NM_181849,0,0,0,0,0,0,0,1
Grm3,NM_181850,0,0,0,0,0,0,0,1
Prl2c5,NM_181852,0,0,0,0,0,0,0,1
Trim66,NM_181853,32,21,4,2,26.5,3,-8.833333333,2.38E-05
Zfp828,NM_181854,1056,739,368,354,897.5,361,-2.486149584,8.21E-07
Tmc8,NM_181856,103,98,126,128,100.5,127,1.263681592,2.74E-09
Poln,NM_181857,5,1,1,1,3,1,-3,1
Cd59b,NM_181858,0,0,0,0,0,0,0,1
Oxct2b,NM_181859,0,0,0,0,0,0,0,1
Mkl2,NM_181860,14,8,17,14,11,15.5,1.409090909,0.014586076
Rerg,NM_181988,0,0,0,0,0,0,0,1
Sdr16c5,NM_181989,0,0,0,0,0,0,0,1
Cmtm1,NM_181990,0,0,1,1,0,1,0,0.94949084
Vwa5b2,NM_182636,0,0,0,0,0,0,0,1
Hnrnpa2b1,NM_182650,7290,4162,3986,3787,5726,3886.5,-1.47330503,0.1112359
Ggn,NM_182694,13,10,10,4,11.5,7,-1.642857143,1
Ggn,NM_182696,1,4,6,1,2.5,3.5,1.4,0.781985366
Myo15,NM_182698,0,0,0,0,0,0,0,1
Olfr91,NM_182714,0,0,0,0,0,0,0,1
Nfasc,NM_182716,0,0,0,0,0,0,0,1
1700028K03Rik,NM_182745,0,0,0,0,0,0,0,1
Klhl25,NM_182782,378,301,132,154,339.5,143,-2.374125874,0.000403484
Fam167b,NM_182783,329,313,178,178,321,178,-1.803370787,0.53757517
Lypd4,NM_182785,0,0,0,0,0,0,0,1
Gpt,NM_182805,725,605,205,146,665,175.5,-3.789173789,2.96E-21
Gpr18,NM_182806,3,2,109,77,2.5,93,37.2,4.15E-56
Fam19a2,NM_182807,0,0,1,2,0,1.5,0,0.290371755
Fam19a1,NM_182808,0,0,0,0,0,0,0,1
Ntrk3,NM_182809,0,0,0,0,0,0,0,1
Tppp,NM_182839,2,2,0,0,2,0,0,0.531327076
Emilin3,NM_182840,0,0,0,0,0,0,0,1
Tmem150c,NM_182841,1,0,0,0,0.5,0,0,1
Spred3,NM_182927,53,39,36,39,46,37.5,-1.226666667,0.22963509
Adm2,NM_182928,0,0,0,1,0,0.5,0,1
Rims3,NM_182929,0,0,0,0,0,0,0,1
Plekha6,NM_182930,0,1,0,0,0.5,0,0,1
Ppp4r2,NM_182939,3322,2205,2833,3226,2763.5,3029.5,1.096254749,4.12E-18
Gm17019,NM_182957,0,0,0,0,0,0,0,1
Slc17a8,NM_182959,8,5,10,5,6.5,7.5,1.153846154,0.421856848
Ssrp1,NM_182990,4454,3115,1735,1578,3784.5,1656.5,-2.284636281,8.01E-06
Tmem59l,NM_182991,1,0,0,0,0.5,0,0,1
Mypn,NM_182992,0,0,0,1,0,0.5,0,1
Slc17a7,NM_182993,0,0,0,0,0,0,0,1
Arl5a,NM_182994,2882,1875,2023,1850,2378.5,1936.5,-1.228246837,3.35E-05
6330503K22Rik,NM_182995,576,435,253,239,505.5,246,-2.054878049,0.026265025
Zfp692,NM_182996,245,125,35,43,185,39,-4.743589744,8.05E-14
Prkab2,NM_182997,121,82,29,25,101.5,27,-3.759259259,1.35E-06
Rnf20,NM_182999,1044,677,598,586,860.5,592,-1.453547297,0.173970314
Accn3,NM_183000,0,0,1,0,0,0.5,0,1
Zfp184,NM_183014,70,59,34,30,64.5,32,-2.015625,0.531327076
Ccnb3,NM_183015,0,0,0,0,0,0,0,1
Cdc42bpb,NM_183016,1062,695,627,548,878.5,587.5,-1.495319149,0.359410104
Ttll12,NM_183017,718,566,204,219,642,211.5,-3.035460993,3.41E-12
Rims1,NM_183018,0,0,0,0,0,0,0,1
Arhgef4,NM_183019,73,64,12,9,68.5,10.5,-6.523809524,9.73E-10
Atxn2l,NM_183020,2174,1372,1493,1237,1773,1365,-1.298901099,0.001140327
Thada,NM_183021,598,352,255,232,475,243.5,-1.950718686,0.183978484
Accn4,NM_183022,0,0,0,0,0,0,0,1
Rims4,NM_183023,0,0,0,0,0,0,0,1
Raver2,NM_183024,4,0,1,2,2,1.5,-1.333333333,1
A430033K04Rik,NM_183025,27,5,0,2,16,1,-16,0.000464977
Defb14,NM_183026,0,0,0,0,0,0,0,1
Ap1s3,NM_183027,1166,773,1072,1132,969.5,1102,1.136668386,6.43E-18
Pcmtd1,NM_183028,791,505,1862,1700,648,1781,2.74845679,1.45E-96
Igf2bp2,NM_183029,1448,972,4140,3616,1210,3878,3.204958678,1.91E-123
Gpr183,NM_183031,1058,683,16,7,870.5,11.5,-75.69565217,4.72E-164
Rnase9,NM_183032,0,0,0,0,0,0,0,1
Zfp516,NM_183033,1233,833,1229,1264,1033,1246.5,1.206679574,1.74E-21
Plekhm1,NM_183034,3638,2562,2325,1735,3100,2030,-1.527093596,0.534779569
Defb34,NM_183035,0,0,0,0,0,0,0,1
Defb38,NM_183036,0,0,0,0,0,0,0,1
Trim46,NM_183037,241,169,174,151,205,162.5,-1.261538462,0.020012153
Defb39,NM_183038,0,0,0,0,0,0,0,1
Defb40,NM_183039,0,0,0,0,0,0,0,1
Kif20b,NM_183046,1888,1108,497,536,1498,516.5,-2.900290416,8.67E-13
Fgf12,NM_183064,0,0,0,0,0,0,0,1
Mrps10,NM_183086,358,215,217,173,286.5,195,-1.469230769,0.389350671
Fam189a1,NM_183087,0,0,0,0,0,0,0,1
2410018M08Rik,NM_183088,175,120,20,17,147.5,18.5,-7.972972973,5.04E-21
Dscc1,NM_183089,79,59,28,27,69,27.5,-2.509090909,0.044758617
Tonsl,NM_183091,231,131,67,61,181,64,-2.828125,5.07E-05
Xlr4c,NM_183094,0,0,0,0,0,0,0,1
Ttc29,NM_183096,0,0,0,0,0,0,0,1
1700067K01Rik,NM_183097,4,2,0,0,3,0,0,0.155490514
Tssk5,NM_183099,0,0,0,0,0,0,0,1
Prss46,NM_183103,4,2,2,1,3,1.5,-2,1
4931429L15Rik,NM_183104,0,0,0,0,0,0,0,1
Ttc17,NM_183106,1128,755,484,455,941.5,469.5,-2.005324814,0.036604155
Tmprss12,NM_183109,0,0,0,0,0,0,0,1
Rfpl3s,NM_183111,0,0,0,0,0,0,0,1
1700029I15Rik,NM_183112,2,1,0,0,1.5,0,0,0.94949084
4932414N04Rik,NM_183113,0,0,0,0,0,0,0,1
Ccdc125,NM_183115,113,57,83,90,85,86.5,1.017647059,9.40E-05
1110021L09Rik,NM_183116,0,0,0,0,0,0,0,1
2410141K09Rik,NM_183119,0,0,0,0,0,0,0,1
Spinkl,NM_183123,0,0,0,0,0,0,0,1
Defb41,NM_183124,1,1,0,0,1,0,0,0.94949084
6030498E09Rik,NM_183126,0,0,0,0,0,0,0,1
4930451I11Rik,NM_183131,0,0,0,0,0,0,0,1
Spink8,NM_183136,0,0,0,0,0,0,0,1
2410002I01Rik,NM_183137,177,142,64,78,159.5,71,-2.246478873,0.030300344
Tet3,NM_183138,3147,1868,1964,1984,2507.5,1974,-1.270263425,0.000158071
Pld6,NM_183139,0,0,0,0,0,0,0,1
Zfp691,NM_183140,112,88,100,92,100,96,-1.041666667,0.00068952
Elfn2,NM_183141,5,1,0,0,3,0,0,0.155490514
Alg11,NM_183142,391,310,178,160,350.5,169,-2.073964497,0.03322182
BC048679,NM_183143,0,0,0,0,0,0,0,1
Inpp5a,NM_183144,235,179,103,89,207,96,-2.15625,0.038762525
Zfp748,NM_183145,21,21,5,7,21,6,-3.5,0.04935176
A530054K11Rik,NM_183146,518,343,445,535,430.5,490,1.138211382,1.35E-14
Sprn,NM_183147,0,0,0,0,0,0,0,1
Iffo2,NM_183148,926,613,1852,1615,769.5,1733.5,2.252761533,3.73E-74
Zfp598,NM_183149,1202,899,462,436,1050.5,449,-2.339643653,1.43E-05
BC003965,NM_183150,671,517,221,224,594,222.5,-2.669662921,5.60E-08
Mid1,NM_183151,578,449,6420,5812,513.5,6116,11.9104187,3.51933380177577e-313
Plk5,NM_183152,0,0,0,0,0,0,0,1
Zfyve1,NM_183154,498,391,523,583,444.5,553,1.244094488,1.74E-18
BC002230,NM_183155,459,287,265,237,373,251,-1.486055777,0.422805539
Cyp2ab1,NM_183158,1,4,2,0,2.5,1,-2.5,1
E030010A14Rik,NM_183160,1,1,4,0,1,2,2,0.476797743
Slc17a9,NM_183161,370,258,104,88,314,96,-3.270833333,2.77E-10
BC006779,NM_183162,2693,1847,19593,19706,2270,19649.5,8.656167401,2.69E-292
Rhbdl2,NM_183163,0,0,0,0,0,0,0,1
Pyroxd1,NM_183165,325,199,128,126,262,127,-2.062992126,0.092930342
Gm4884,NM_183166,0,0,0,0,0,0,0,1
AI987944,NM_183167,331,234,166,158,282.5,162,-1.74382716,1
P2ry6,NM_183168,176,148,22,20,162,21,-7.714285714,2.61E-22
Mpv17l2,NM_183170,332,210,81,68,271,74.5,-3.637583893,8.91E-12
Fez1,NM_183171,0,0,0,0,0,0,0,1
Ric8b,NM_183172,299,223,139,131,261,135,-1.933333333,0.265220267
Ankrd43,NM_183173,0,0,0,0,0,0,0,1
Homez,NM_183174,210,168,81,82,189,81.5,-2.319018405,0.007815631
C1qtnf9,NM_183175,0,1,3,2,0.5,2.5,5,0.291005127
Zfp811,NM_183177,2,0,119,98,1,108.5,108.5,7.39E-64
Fsd1,NM_183178,0,0,0,0,0,0,0,1
Kcnv2,NM_183179,0,0,0,0,0,0,0,1
Tspan18,NM_183180,0,0,0,0,0,0,0,1
Abhd16b,NM_183181,4,1,1,1,2.5,1,-2.5,1
BC055111,NM_183182,0,0,0,0,0,0,0,1
Gprin3,NM_183183,0,0,0,0,0,0,0,1
Zfp300,NM_183185,0,0,0,0,0,0,0,1
Foxn3,NM_183186,307,223,345,312,265,328.5,1.239622642,2.77E-15
Fam107a,NM_183187,0,0,0,0,0,0,0,1
Rbfox1,NM_183188,0,0,0,0,0,0,0,1
Krtap13-1,NM_183189,0,0,0,0,0,0,0,1
Ms4a5,NM_183190,0,0,0,0,0,0,0,1
Plch1,NM_183191,0,0,0,0,0,0,0,1
Foxi2,NM_183193,0,0,0,0,0,0,0,1
Gsdmc3,NM_183194,0,0,0,0,0,0,0,1
Marveld1,NM_183195,0,0,0,0,0,0,0,1
Serpinb9f,NM_183197,0,0,0,0,0,0,0,1
Usp44,NM_183199,1,0,1,0,0.5,0.5,1,1
Slfn5,NM_183201,144,78,2691,3083,111,2887,26.00900901,0
Rnf182,NM_183204,0,0,0,0,0,0,0,1
Gm9776,NM_183205,104,70,46,40,87,43,-2.023255814,0.42009912
Zmiz1,NM_183208,3136,2049,948,1175,2592.5,1061.5,-2.442298634,1.92E-07
Gprin2,NM_183209,0,0,0,0,0,0,0,1
Scd4,NM_183216,2,3,0,1,2.5,0.5,-5,0.756647998
Accs,NM_183220,52,29,10,10,40.5,10,-4.05,0.001415733
Fat4,NM_183221,0,0,0,0,0,0,0,1
Fcrl5,NM_183222,0,0,0,0,0,0,0,1
Fam19a3,NM_183224,30,30,12,3,30,7.5,-4,0.006948781
Usp24,NM_183225,1337,865,578,649,1101,613.5,-1.794621027,0.658921072
Nkx6-2,NM_183248,0,0,0,0,0,0,0,1
1100001G20Rik,NM_183249,0,0,0,0,0,0,0,1
Ccdc72,NM_183250,680,481,345,306,580.5,325.5,-1.783410138,0.725164806
1810020D17Rik,NM_183251,12,17,2,2,14.5,2,-7.25,0.005341699
Defa21,NM_183253,0,0,0,0,0,0,0,1
1700025K23Rik,NM_183254,8,3,3,1,5.5,2,-2.75,1
2310016M24Rik,NM_183256,718,541,279,268,629.5,273.5,-2.301645338,0.000175463
